Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,120,3362.83,53.94,3416.77,276.85
Drive Thru,189,2537.31,18.36,2555.67,209.14
Take Out,30,708.5,14.74,723.24,58.39
Total,339,6608.64,87.04,6695.68,544.38
