Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,123,2126.72,59.61,0.0,2186.33,175.18
Lunch,116,2489.94,7.5,0.0,2497.44,205.04
Dinner,55,1631.51,18.94,0.0,1650.45,134.43
No Service,45,360.47,0.99,0.0,361.46,29.73
Total,339,6608.64,87.04,0.0,6695.68,544.38
