Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1358.0,5502.08,87.04,0.0,5589.12,453.56
NA Beverage,468.0,1041.67,0.0,0.0,1041.67,85.45
Liquor,8.0,36.92,0.0,0.0,36.92,3.06
Bottled Beer,1.0,3.99,0.0,0.0,3.99,0.33
Draft Beer,2.0,23.98,0.0,0.0,23.98,1.98
Total,1837.0,6608.64,87.04,0.0,6695.68,544.38
