Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,85,1699.5,0.0,26.56,129.34,0.0,0.0,0.00,1726.06,1.7
Credit/debit,,277,5453.52,494.57,17.90,415.04,0.0,0.0,494.57,5965.99,10.2
Credit/debit,AMEX,6,92.45,16.0,0.0,7.01,0.0,0.0,16.00,108.45,18.7
Credit/debit,DISCOVER,4,82.64,4.43,0.0,6.28,0.0,0.0,4.43,87.07,5.8
Credit/debit,MASTERCARD,93,1713.5,182.91,10.48,130.43,0.0,0.0,182.91,1906.89,12.2
Credit/debit,VISA,174,3564.93,291.23,7.42,271.32,0.0,0.0,291.23,3863.58,9.1
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,362,7153.02,494.57,44.46,544.38,0.0,0.0,494.57,7692.05,8.1
