Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1837.0,6608.64,87.04,0.0,6695.68,544.38
Total,1837.0,6608.64,87.04,0.0,6695.68,544.38
