Hour of day,Net sales,Total orders,Total guests
10,605.42,33,48
7,253.94,34,36
16,381.62,9,12
9,706.62,43,56
11,976.95,43,64
19,163.79,9,14
6,106.53,11,12
17,370.53,12,23
8,814.68,47,59
21,47.12,3,4
14,456.15,17,29
18,491.31,16,28
20,177.14,6,12
12,465.45,26,38
15,281.87,15,16
13,309.52,15,21
