Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3225.35,220,14.66,221,15.80,220,14.66,11.15
Table Service,3383.29,252,13.43,141,25.97,119,28.43,41.69
Total,6608.64,472,14.00,362,19.76,339,19.49,21.87
