Hour of day,Net sales,Total orders,Total guests
20,213.75,6,9
9,548.31,27,37
16,335.75,9,16
6,73.54,8,8
12,779.29,29,49
15,107.39,7,10
13,524.69,19,35
21,7.29,1,1
14,206.84,7,10
8,359.07,28,33
10,366.16,26,28
17,449.94,15,23
19,465.74,14,27
18,471.52,10,441
7,187.87,18,20
11,796.01,35,52
