Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,67,2014.96,36.16,2051.12,166.2
Drive Thru,96,1260.78,6.7,1267.48,104.08
Take Out,9,144.94,30.33,175.27,11.96
Total,172,3420.68,73.19,3493.87,282.24
