Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,585.0,2795.61,68.44,0.0,2864.05,230.62
NA Beverage,202.0,537.39,4.75,0.0,542.14,44.37
Liquor,10.0,68.92,0.0,0.0,68.92,5.69
Draft Beer,4.0,18.76,0.0,0.0,18.76,1.56
Total,801.0,3420.68,73.19,0.0,3493.87,282.24
