Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1002.0,4096.74,64.9,0.0,4161.64,337.82
NA Beverage,334.0,729.73,0.0,0.0,729.73,59.96
Liquor,10.0,71.92,0.0,0.0,71.92,5.93
Bottled Beer,6.0,23.94,0.0,0.0,23.94,1.98
Total,1352.0,4922.33,64.9,0.0,4987.23,405.69
