Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,102,1629.2,36.13,0.0,1665.33,134.33
Lunch,108,1937.63,5.59,0.0,1943.22,159.72
Dinner,41,871.55,23.18,0.0,894.73,71.75
No Service,33,483.95,0.0,0.0,483.95,39.89
Total,284,4922.33,64.90,0.0,4987.23,405.69
