Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1066.0,4730.59,41.75,0.0,4772.34,390.17
Drive Thru,612.0,1963.83,3.84,0.0,1967.67,161.98
No Revenue Center,2.0,0.0,4.49,0.0,4.49,0.0
Total,1680.0,6694.42,50.08,0.0,6744.50,552.15
