Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,44,832.59,10.0,10.68,63.44,0.0,0.0,10.00,853.27,2.7
Credit/debit,,215,6413.98,661.91,194.62,488.71,0.0,0.0,661.91,7270.51,14.4
Credit/debit,AMEX,2,42.74,5.93,0.0,3.25,0.0,0.0,5.93,48.67,15.0
Credit/debit,DISCOVER,4,137.21,18.53,0.0,10.44,0.0,0.0,18.53,155.74,14.6
Credit/debit,MASTERCARD,87,2428.53,297.45,29.1,185.09,0.0,0.0,297.45,2755.08,14.5
Credit/debit,VISA,122,3805.5,340.0,165.52,289.93,0.0,0.0,340.00,4311.02,14.4
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,259,7246.57,671.91,205.30,552.15,0.0,0.0,671.91,8123.78,13.1
