Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,94,4012.24,19.61,4031.85,330.93
Drive Thru,126,2071.54,3.84,2075.38,170.87
Take Out,30,610.64,26.63,637.27,50.35
Total,250,6694.42,50.08,6744.50,552.15
