Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1680.64,124,13.55,125,14.55,124,13.55,10.59
Table Service,2024.65,146,13.87,80,27.40,65,31.15,39.13
Total,3705.29,270,13.72,205,19.57,189,19.60,20.41
