Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,69,1062.68,31.52,0.0,1094.2,87.67
Lunch,81,1643.42,16.04,0.0,1659.46,135.55
Dinner,32,943.58,12.38,0.0,955.96,77.85
No Service,7,55.61,0.0,0.0,55.61,4.59
Total,189,3705.29,59.94,0.0,3765.23,305.66
