Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,680.0,3029.65,55.05,0.0,3084.7,249.92
NA Beverage,198.0,613.25,4.89,0.0,618.14,50.59
Liquor,6.0,39.94,0.0,0.0,39.94,3.29
Draft Beer,5.0,22.45,0.0,0.0,22.45,1.86
Total,889.0,3705.29,59.94,0.0,3765.23,305.66
