Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2061.64,150,13.74,150,14.88,150,13.74,10.56
Table Service,2181.27,166,13.14,81,29.15,69,31.61,40.40
Total,4242.91,316,13.43,231,19.88,219,19.37,19.96
