Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,876.0,3396.23,91.2,0.0,3487.43,280.16
NA Beverage,237.0,706.09,4.2,0.0,710.29,58.21
Liquor,11.0,135.9,0.0,0.0,135.9,11.19
Draft Beer,1.0,4.69,0.0,0.0,4.69,0.39
Total,1125.0,4242.91,95.4,0.0,4338.31,349.95
