Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,85,1542.89,23.9,0.0,1566.79,127.36
Lunch,97,1944.13,70.87,0.0,2015.0,160.29
Dinner,20,479.11,0.0,0.0,479.11,39.48
No Service,17,276.78,0.63,0.0,277.41,22.82
Total,219,4242.91,95.40,0.0,4338.31,349.95
