Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,612.0,2644.11,70.68,0.0,2714.79,218.05
Drive Thru,501.0,1566.42,24.72,0.0,1591.14,129.22
No Revenue Center,12.0,32.38,0.0,0.0,32.38,2.68
Total,1125.0,4242.91,95.40,0.0,4338.31,349.95
