Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,62,1723.8,0.0,1723.8,142.11
Drive Thru,182,2417.32,0.0,2417.32,199.12
Take Out,33,476.26,39.71,515.97,39.3
Total,277,4617.38,39.71,4657.09,380.53
