Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2921.75,223,13.10,220,14.37,218,13.40,6.85
Table Service,1695.63,140,12.11,63,29.13,59,28.74,34.93
Total,4617.38,363,12.72,283,17.66,277,16.67,12.83
