Hour of day,Net sales,Total orders,Total guests
16,117.09,7,8
6,168.5,10,14
10,923.07,57,74
8,354.55,27,29
13,301.27,17,22
11,747.26,42,58
18,209.73,7,14
15,44.79,4,4
14,291.94,17,27
19,29.23,1,2
7,190.81,15,17
12,442.16,26,32
9,761.19,45,59
17,35.79,2,3
