Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,7.0,17.71,1.82,0.0,19.53,1.45
Dining Room,708.0,3317.48,23.72,0.0,3341.2,273.71
Drive Thru,343.0,1200.01,15.99,0.0,1216.0,99.09
No Revenue Center,34.0,106.82,39.73,0.0,146.55,8.81
Total,1092.0,4642.02,81.26,0.0,4723.28,383.06
