Total cash payments,Cash adjustments,Cash refunds,Cash before tipouts,Cash gratuity,Credit/non-cash gratuity,Credit/non-cash tips,Tipouts tips withheld,Total cash
676.23,-249.81,0.0,426.42,0.00,-22.38,-519.46,0.0,-115.42
