Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1630.08,128,12.74,129,13.68,128,12.74,9.83
Table Service,1927.66,160,12.05,75,27.82,64,30.12,40.45
Total,3557.74,288,12.35,204,18.88,192,18.53,20.03
