Hour of day,Net sales,Total orders,Total guests
6,28.3,3,3
13,221.47,13,16
15,40.35,3,3
8,278.93,25,28
16,62.1,4,4
17,304.54,11,21
19,311.62,11,15
18,479.45,15,30
7,48.11,6,7
11,309.3,16,45
9,314.61,28,35
20,69.68,6,6
10,405.7,23,28
14,110.36,7,9
12,573.22,21,38
