Hour of day,Net sales,Total orders,Total guests
18,253.85,9,17
6,79.51,11,11
15,193.38,12,17
8,489.08,36,42
13,453.93,19,29
7,277.93,25,25
16,253.69,13,18
10,534.84,32,44
19,364.55,15,24
11,684.05,39,56
12,398.15,25,34
14,292.27,14,22
9,382.43,24,35
17,317.88,12,22
20,92.63,5,7
