Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1062.0,4236.72,39.22,0.0,4275.94,349.27
NA Beverage,350.0,747.08,0.0,0.0,747.08,61.35
Liquor,12.0,76.39,0.0,0.0,76.39,6.31
Bottled Beer,2.0,7.98,0.0,0.0,7.98,0.66
Total,1426.0,5068.17,39.22,0.0,5107.39,417.59
