Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1426.0,5068.17,39.22,0.0,5107.39,417.59
Total,1426.0,5068.17,39.22,0.0,5107.39,417.59
