Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2381.32,184,12.94,193,13.36,184,12.94,7.90
Table Service,2686.85,219,12.27,117,24.86,107,25.11,41.76
Total,5068.17,403,12.58,310,17.70,291,17.42,20.35
