Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3248.93,253,12.84,252,13.96,253,12.84,9.45
Table Service,4906.52,340,14.43,164,32.38,138,35.55,42.77
Total,8155.45,593,13.75,416,21.22,391,20.86,21.21
