Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1535.0,6464.83,66.29,0.0,6531.12,532.89
NA Beverage,489.0,1068.35,0.0,0.0,1068.35,87.72
Liquor,54.0,396.52,0.0,0.0,396.52,32.71
Bottled Beer,7.0,27.93,0.0,0.0,27.93,2.31
Draft Beer,18.0,197.82,0.0,0.0,197.82,16.34
Total,2103.0,8155.45,66.29,0.0,8221.74,671.97
