Hour of day,Net sales,Total orders,Total guests
8,679.93,42,46
13,216.91,13,14
6,277.18,29,32
20,5.89,3,3
19,75.74,5,5
9,489.0,38,43
18,154.86,10,14
16,17.94,1,1
15,86.71,6,9
17,178.09,8,12
11,423.47,21,31
10,709.38,43,52
12,645.68,35,42
7,284.57,34,35
14,147.58,10,13
