Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,716.0,2390.69,2.4,0.0,2393.09,197.03
Drive Thru,637.0,2002.24,3.77,0.0,2006.01,164.86
Total,1353.0,4392.93,6.17,0.0,4399.10,361.89
