Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,649.0,2214.28,26.49,0.0,2240.77,182.38
Drive Thru,531.0,1642.65,0.0,0.0,1642.65,135.34
Total,1180.0,3856.93,26.49,0.0,3883.42,317.72
