Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3042.03,244,12.47,244,13.49,242,12.57,6.48
Table Service,814.9,67,12.16,43,20.51,39,20.89,28.91
Total,3856.93,311,12.40,287,14.55,281,13.73,9.59
