Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000030806814909,800000030806814113,1,,CASH,AM,AM,0.00,2.71,Front Box Cash Drawer,10/16/25 5:55 AM,10/16/25 5:55 AM
800000030806828168,800000030806825627,2,,CASH,AM,AM,0.00,10.20,Front Box Cash Drawer,10/16/25 6:00 AM,10/16/25 5:59 AM
800000030806859056,800000030806829473,3,,CASH,samantha,samantha,0.00,2.15,Drive Thru Cash Drawer,10/16/25 6:05 AM,10/16/25 6:00 AM
800000030806888253,800000030806880068,7,,CREDIT,samantha,samantha,0.00,2.15,,10/16/25 6:10 AM,10/16/25 6:09 AM
800000030806898299,800000030806898144,9,,CASH,AM,AM,0.00,14.16,Front Box Cash Drawer,10/16/25 6:12 AM,10/16/25 6:12 AM
800000030806908849,800000030806908229,11,,CREDIT,AM,AM,1.50,8.65,,10/16/25 6:14 AM,10/16/25 6:14 AM
800000030806935810,800000030806916916,13,,CASH,samantha,samantha,0.00,6.46,Drive Thru Cash Drawer,10/16/25 6:18 AM,10/16/25 6:15 AM
800000030806946093,800000030806879324,6,,CREDIT,samantha,samantha,0.00,9.38,,10/16/25 6:20 AM,10/16/25 6:09 AM
800000030806956164,800000030806932144,15,,CASH,samantha,samantha,0.00,6.46,Drive Thru Cash Drawer,10/16/25 6:22 AM,10/16/25 6:18 AM
800000030806965779,800000030806945874,16,,CREDIT,samantha,samantha,0.00,10.05,,10/16/25 6:23 AM,10/16/25 6:20 AM
800000030806969588,800000030806967414,17,,CREDIT,samantha,samantha,1.00,4.30,,10/16/25 6:24 AM,10/16/25 6:24 AM
800000030806990536,800000030806970717,18,,CREDIT,samantha,samantha,0.00,13.07,,10/16/25 6:27 AM,10/16/25 6:24 AM
800000030806996183,800000030806976674,20,,CREDIT,samantha,samantha,2.00,6.26,,10/16/25 6:28 AM,10/16/25 6:25 AM
800000030807004902,800000030806905097,8,,CASH,AM,AM,0.00,10.59,Front Box Cash Drawer,10/16/25 6:29 AM,10/16/25 6:13 AM
800000030807033869,800000030807004785,22,,CASH,samantha,samantha,0.00,12.93,Drive Thru Cash Drawer,10/16/25 6:33 AM,10/16/25 6:29 AM
800000030807038987,800000030807016106,23,,CASH,samantha,samantha,0.00,11.63,Drive Thru Cash Drawer,10/16/25 6:34 AM,10/16/25 6:31 AM
800000030807074281,800000030807063839,25,,CREDIT,samantha,samantha,0.00,4.30,,10/16/25 6:38 AM,10/16/25 6:37 AM
800000030807081226,800000030807081193,28,,CASH,AM,AM,0.00,4.30,Front Box Cash Drawer,10/16/25 6:39 AM,10/16/25 6:39 AM
800000030807094680,800000030807066946,26,,CASH,samantha,samantha,0.00,15.08,Drive Thru Cash Drawer,10/16/25 6:41 AM,10/16/25 6:38 AM
800000030807099599,800000030807001814,21,,CASH,AM,AM,0.00,9.01,Front Box Cash Drawer,10/16/25 6:41 AM,10/16/25 6:29 AM
800000030807109570,800000030807078265,27,,CREDIT,samantha,samantha,0.00,13.29,,10/16/25 6:43 AM,10/16/25 6:39 AM
800000030807125777,800000030807087377,30,,CREDIT,samantha,samantha,0.00,10.19,,10/16/25 6:45 AM,10/16/25 6:40 AM
800000030807137673,800000030807133606,33,,CASH,samantha,samantha,0.00,14.33,Drive Thru Cash Drawer,10/16/25 6:46 AM,10/16/25 6:46 AM
800000030807167634,800000030807146879,34,,CASH,samantha,samantha,0.00,5.41,Drive Thru Cash Drawer,10/16/25 6:50 AM,10/16/25 6:47 AM
800000030807181324,800000030807171883,35,,CASH,samantha,samantha,0.00,7.23,Drive Thru Cash Drawer,10/16/25 6:51 AM,10/16/25 6:50 AM
800000030807188492,800000030807175813,36,,CASH,samantha,samantha,0.00,4.31,Drive Thru Cash Drawer,10/16/25 6:52 AM,10/16/25 6:50 AM
800000030807220705,800000030807211692,37,,CASH,samantha,samantha,0.00,7.34,Drive Thru Cash Drawer,10/16/25 6:56 AM,10/16/25 6:55 AM
800000030807251822,800000030807250443,41,,CASH,AM,AM,0.00,4.30,Front Box Cash Drawer,10/16/25 6:59 AM,10/16/25 6:59 AM
800000030807255012,800000030807252642,42,,CASH,AM,AM,0.00,2.15,Front Box Cash Drawer,10/16/25 6:59 AM,10/16/25 6:59 AM
800000030807257384,800000030807092611,31,,CASH,AM,AM,0.00,5.19,Front Box Cash Drawer,10/16/25 7:00 AM,10/16/25 6:41 AM
800000030807263027,800000030807249547,39,,CREDIT,samantha,samantha,0.00,15.08,,10/16/25 7:00 AM,10/16/25 6:59 AM
800000030807305056,800000030806909283,10,17,CASH,Maria ,AM,0.00,15.47,Front Box Cash Drawer,10/16/25 7:04 AM,10/16/25 6:14 AM
800000030807349265,800000030807335741,46,,CREDIT,samantha,samantha,0.00,8.08,,10/16/25 7:08 AM,10/16/25 7:07 AM
800000030807414295,800000030807387002,49,,CREDIT,samantha,samantha,2.00,11.86,,10/16/25 7:13 AM,10/16/25 7:11 AM
800000030807448206,800000030807408348,50,,CREDIT,samantha,samantha,2.30,24.70,,10/16/25 7:15 AM,10/16/25 7:12 AM
800000030807584589,800000030807554079,53,,CASH,samantha,samantha,0.00,2.98,Drive Thru Cash Drawer,10/16/25 7:26 AM,10/16/25 7:23 AM
800000030807596450,800000030807583485,52,,CREDIT,samantha,samantha,0.00,7.21,,10/16/25 7:26 AM,10/16/25 7:26 AM
800000030807636250,800000030807253451,40,19,CASH,Maria ,samantha,0.00,7.57,Drive Thru Cash Drawer,10/16/25 7:29 AM,10/16/25 6:59 AM
800000030807636250,800000030807253451,40,19,CASH,Maria ,samantha,0.00,-7.57,Drive Thru Cash Drawer,10/16/25 7:30 AM,10/16/25 6:59 AM
800000030807645670,800000030807253451,40,19,CASH,Maria ,AM,0.00,7.57,Front Box Cash Drawer,10/16/25 7:30 AM,10/16/25 6:59 AM
800000030807653999,800000030807297643,44,18,CREDIT,Maria ,AM,10.00,13.64,,10/16/25 7:30 AM,10/16/25 7:03 AM
800000030807672803,800000030807462688,51,,CREDIT,AM,AM,0.00,35.31,,10/16/25 7:32 AM,10/16/25 7:16 AM
800000030807686250,800000030807630403,55,,CASH,samantha,samantha,0.00,14.82,Drive Thru Cash Drawer,10/16/25 7:33 AM,10/16/25 7:29 AM
800000030807753300,800000030807675265,56,,CREDIT,samantha,samantha,0.00,4.31,,10/16/25 7:37 AM,10/16/25 7:32 AM
800000030807773394,800000030807742075,59,,CREDIT,samantha,samantha,0.00,4.63,,10/16/25 7:38 AM,10/16/25 7:36 AM
800000030807786796,800000030807377670,47,11,CREDIT,Maria ,AM,5.00,17.03,,10/16/25 7:39 AM,10/16/25 7:10 AM
800000030807822910,800000030807764799,60,,CREDIT,samantha,samantha,1.00,8.48,,10/16/25 7:41 AM,10/16/25 7:38 AM
800000030807849316,800000030807815864,63,,CREDIT,samantha,samantha,0.00,10.77,,10/16/25 7:43 AM,10/16/25 7:41 AM
800000030807880501,800000030807828598,64,,CASH,samantha,samantha,0.00,4.31,Drive Thru Cash Drawer,10/16/25 7:45 AM,10/16/25 7:42 AM
800000030807910009,800000030807876222,67,,CREDIT,samantha,samantha,2.00,7.29,,10/16/25 7:47 AM,10/16/25 7:45 AM
800000030807943510,800000030807941141,68,,CREDIT,AM,AM,1.00,9.27,,10/16/25 7:49 AM,10/16/25 7:49 AM
800000030807953885,800000030807893760,69,,CREDIT,samantha,samantha,0.00,25.30,,10/16/25 7:50 AM,10/16/25 7:46 AM
800000030807974844,800000030807903732,70,,CREDIT,samantha,samantha,0.00,12.99,,10/16/25 7:51 AM,10/16/25 7:47 AM
800000030807992795,800000030807929305,72,,CASH,samantha,samantha,0.00,19.40,Drive Thru Cash Drawer,10/16/25 7:52 AM,10/16/25 7:48 AM
800000030808002681,800000030807872995,66,,CASH,AM,AM,0.00,33.42,Front Box Cash Drawer,10/16/25 7:53 AM,10/16/25 7:45 AM
800000030808030597,800000030807933668,73,,CREDIT,samantha,samantha,1.00,10.75,,10/16/25 7:55 AM,10/16/25 7:49 AM
800000030808041968,800000030808041269,79,,CASH,AM,AM,0.00,2.91,Front Box Cash Drawer,10/16/25 7:56 AM,10/16/25 7:56 AM
800000030808054072,800000030807998140,76,,CREDIT,samantha,samantha,0.00,7.61,,10/16/25 7:56 AM,10/16/25 7:53 AM
800000030808058487,800000030808059267,80,,CREDIT,AM,AM,0.00,7.72,,10/16/25 7:57 AM,10/16/25 7:57 AM
800000030808062408,800000030808033611,77,,CREDIT,samantha,samantha,0.00,4.59,,10/16/25 7:57 AM,10/16/25 7:55 AM
800000030808074030,800000030808050630,78,,CASH,samantha,samantha,0.00,11.22,Drive Thru Cash Drawer,10/16/25 7:58 AM,10/16/25 7:56 AM
800000030808092650,800000030808063274,82,,CREDIT,samantha,samantha,1.00,4.31,,10/16/25 7:59 AM,10/16/25 7:57 AM
800000030808102383,800000030808083876,83,,CREDIT,samantha,samantha,1.00,5.94,,10/16/25 7:59 AM,10/16/25 7:58 AM
800000030808130381,800000030808113427,84,,CREDIT,samantha,samantha,2.00,5.88,,10/16/25 8:01 AM,10/16/25 8:00 AM
800000030808131983,800000030808133858,81,,CREDIT,AM,AM,0.00,8.04,,10/16/25 8:01 AM,10/16/25 8:01 AM
800000030808146290,800000030808126947,85,,CREDIT,samantha,samantha,0.00,2.15,,10/16/25 8:02 AM,10/16/25 8:01 AM
800000030808163098,800000030808140053,89,,CREDIT,samantha,samantha,0.00,2.15,,10/16/25 8:03 AM,10/16/25 8:02 AM
800000030808183379,800000030808156435,90,,CREDIT,samantha,samantha,1.00,6.69,,10/16/25 8:04 AM,10/16/25 8:03 AM
800000030808185898,800000030808173544,88,,CREDIT,AM,AM,0.00,9.87,,10/16/25 8:04 AM,10/16/25 8:04 AM
800000030808221118,800000030808166037,91,,CREDIT,samantha,samantha,0.00,4.31,,10/16/25 8:07 AM,10/16/25 8:03 AM
800000030808221148,800000030808219863,94,,CASH,AM,AM,0.00,16.22,Front Box Cash Drawer,10/16/25 8:07 AM,10/16/25 8:07 AM
800000030808234978,800000030808192072,93,,CREDIT,samantha,samantha,0.00,5.13,,10/16/25 8:07 AM,10/16/25 8:05 AM
800000030808235420,800000030807712025,58,17,CASH,Maria ,AM,0.00,7.95,Front Box Cash Drawer,10/16/25 8:08 AM,10/16/25 7:34 AM
800000030808240685,800000030808240686,98,,CREDIT,AM,AM,2.00,2.15,,10/16/25 8:08 AM,10/16/25 8:08 AM
800000030808243554,800000030808238424,96,,CREDIT,samantha,samantha,1.00,5.40,,10/16/25 8:08 AM,10/16/25 8:08 AM
800000030808274494,800000030808234203,74,,CREDIT,samantha,samantha,0.00,4.31,,10/16/25 8:10 AM,10/16/25 8:07 AM
800000030808306857,800000030808239922,95,,CASH,samantha,samantha,0.00,20.34,Drive Thru Cash Drawer,10/16/25 8:12 AM,10/16/25 8:08 AM
800000030808350864,800000030807847099,65,3,CREDIT,Maria ,AM,10.00,19.43,,10/16/25 8:14 AM,10/16/25 7:43 AM
800000030808373984,800000030808295540,101,,CASH,samantha,samantha,0.00,4.96,Drive Thru Cash Drawer,10/16/25 8:16 AM,10/16/25 8:11 AM
800000030808388004,800000030808318408,102,,CREDIT,samantha,samantha,0.00,8.61,,10/16/25 8:17 AM,10/16/25 8:12 AM
800000030808397780,800000030808333205,99,,CASH,samantha,samantha,0.00,2.15,Drive Thru Cash Drawer,10/16/25 8:17 AM,10/16/25 8:13 AM
800000030808410085,800000030808359459,105,,CREDIT,samantha,samantha,2.00,9.59,,10/16/25 8:18 AM,10/16/25 8:14 AM
800000030808434504,800000030808125620,86,,CASH,AM,AM,0.00,5.68,Front Box Cash Drawer,10/16/25 8:19 AM,10/16/25 8:01 AM
800000030808435782,800000030808372411,106,,CASH,samantha,samantha,0.00,17.57,Drive Thru Cash Drawer,10/16/25 8:19 AM,10/16/25 8:16 AM
800000030808452665,800000030808409171,108,,CREDIT,samantha,samantha,0.00,8.19,,10/16/25 8:20 AM,10/16/25 8:18 AM
800000030808468457,800000030808425896,109,,CREDIT,samantha,samantha,2.00,11.61,,10/16/25 8:21 AM,10/16/25 8:19 AM
800000030808482910,800000030807782210,62,7,CREDIT,Maria ,AM,6.00,11.45,,10/16/25 8:22 AM,10/16/25 7:39 AM
