Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,47,1287.08,7.83,1294.91,106.16
Drive Thru,178,1857.69,0.0,1857.69,152.98
Take Out,47,620.78,3.5,624.28,51.16
Total,272,3765.55,11.33,3776.88,310.30
