Hour of day,Net sales,Total orders,Total guests
17,139.53,7,12
15,151.79,11,11
5,11.93,2,2
7,352.92,33,34
11,337.84,25,29
19,60.72,6,6
6,242.83,31,32
16,255.76,11,17
12,436.32,24,26
8,408.14,49,51
13,645.79,19,35
14,97.86,5,5
10,222.7,16,21
18,80.17,7,8
9,321.25,26,33
