Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,711.0,2592.09,11.33,0.0,2603.42,213.66
Drive Thru,395.0,1173.46,0.0,0.0,1173.46,96.64
Total,1106.0,3765.55,11.33,0.0,3776.88,310.30
