Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,55,1512.29,62.84,1575.13,124.76
Drive Thru,97,1280.51,3.02,1283.53,105.62
Take Out,14,212.44,0.0,212.44,17.52
Total,166,3005.24,65.86,3071.10,247.90
