Hour of day,Net sales,Total orders,Total guests
7,190.73,12,17
11,511.37,30,39
20,4.89,1,1
18,231.01,9,11
14,104.56,7,9
8,87.44,13,13
19,147.07,7,10
16,304.5,8,11
9,410.36,26,38
10,396.78,24,30
17,216.28,10,15
12,372.01,18,24
15,85.21,7,7
13,307.04,14,22
6,18.52,2,2
