Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,674.0,2761.8,158.18,0.0,2919.98,227.82
NA Beverage,205.0,563.65,20.99,0.0,584.64,46.51
Liquor,6.0,53.94,0.0,0.0,53.94,4.43
Draft Beer,2.0,8.38,0.0,0.0,8.38,0.69
Total,887.0,3387.77,179.17,0.0,3566.94,279.45
