Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,71,1941.04,158.27,2099.31,160.07
Drive Thru,102,1303.95,20.4,1324.35,107.58
Take Out,15,142.78,0.5,143.28,11.8
Total,188,3387.77,179.17,3566.94,279.45
