Hour of day,Net sales,Total orders,Total guests
20,207.44,6,12
12,591.21,25,37
11,618.01,26,41
18,775.5,15,39
6,46.02,6,6
7,188.33,22,24
19,407.48,12,25
14,213.41,12,15
8,365.3,23,28
15,260.67,9,14
21,31.96,1,1
9,776.8,39,57
17,416.38,12,23
16,261.27,10,12
10,640.28,25,53
13,420.15,15,26
