Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,60,920.73,16.0,0.0,70.18,0.0,0.0,16.00,936.73,1.9
Credit/debit,,219,5812.45,569.75,127.54,442.79,0.0,0.0,569.75,6509.74,12.9
Credit/debit,AMEX,6,275.8,38.22,22.13,21.02,0.0,0.0,38.22,336.15,23.7
Credit/debit,DISCOVER,1,29.52,0.0,0.0,2.25,0.0,0.0,0.00,29.52,0.0
Credit/debit,MASTERCARD,75,2053.73,167.15,82.02,156.38,0.0,0.0,167.15,2302.90,13.0
Credit/debit,VISA,137,3453.4,364.38,23.39,263.14,0.0,0.0,364.38,3841.17,12.1
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,279,6733.18,585.75,127.54,512.97,0.0,0.0,585.75,7446.47,11.4
