Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2473.11,171,14.46,177,15.12,171,14.46,11.15
Table Service,3747.1,242,15.48,102,39.77,87,43.07,45.02
Total,6220.21,413,15.06,279,24.13,258,24.11,22.57
