Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,1.0,9.89,1.1,0.0,10.99,0.82
Dining Room,872.0,4564.19,42.04,0.0,4606.23,376.39
Drive Thru,427.0,1625.91,11.63,0.0,1637.54,134.09
No Revenue Center,8.0,20.22,0.0,0.0,20.22,1.67
Total,1308.0,6220.21,54.77,0.0,6274.98,512.97
