Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,103,3712.82,24.4,3737.22,306.18
Drive Thru,138,2331.28,10.55,2341.83,192.51
Take Out,32,511.89,37.02,548.91,42.24
Total,273,6555.99,71.97,6627.96,540.93
