Hour of day,Net sales,Total orders,Total guests
14,363.01,14,23
10,1297.68,55,84
8,354.32,24,26
9,819.32,45,54
11,1374.64,60,90
7,20.42,1,1
13,1124.19,30,72
12,1202.41,44,86
