Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,37,648.19,20.0,0.0,49.46,0.0,0.0,20.00,668.19,3.3
Credit/debit,,242,6448.73,646.73,91.67,491.47,0.0,0.0,646.73,7187.13,12.3
Credit/debit,AMEX,10,310.43,37.72,0.0,23.67,0.0,0.0,37.72,348.15,13.2
Credit/debit,DISCOVER,2,40.88,10.0,0.0,3.12,0.0,0.0,10.00,50.88,26.5
Credit/debit,MASTERCARD,89,2127.55,188.89,22.82,162.12,0.0,0.0,188.89,2339.26,10.7
Credit/debit,VISA,141,3969.87,410.12,68.85,302.56,0.0,0.0,410.12,4448.84,13.1
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,279,7096.92,666.73,91.67,540.93,0.0,0.0,666.73,7855.32,11.5
