Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,11.0,34.19,0.0,0.0,34.19,2.8
Dining Room,947.0,4257.61,61.42,0.0,4319.03,351.15
Drive Thru,685.0,2264.19,10.55,0.0,2274.74,186.98
Total,1643.0,6555.99,71.97,0.0,6627.96,540.93
