Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2049.21,138,14.85,139,15.96,138,14.85,4.36
Table Service,1621.53,137,11.84,62,28.31,57,28.45,38.60
Total,3670.74,275,13.35,201,19.77,195,18.82,14.37
