Hour of day,Net sales,Total orders,Total guests
10,553.81,33,41
8,437.58,27,32
12,723.82,31,52
9,506.16,33,41
13,590.32,23,42
14,136.4,8,12
11,707.5,38,53
7,15.15,2,2
