Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2805.0,9731.87,137.27,0.0,9869.14,801.9
Total,2805.0,9731.87,137.27,0.0,9869.14,801.9
