Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,180,5797.12,118.78,5915.9,477.52
Drive Thru,211,3028.41,17.29,3045.7,249.64
Take Out,44,906.34,1.2,907.54,74.74
Total,435,9731.87,137.27,9869.14,801.90
