Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,2112.0,8068.37,137.27,0.0,8205.64,665.16
NA Beverage,662.0,1432.75,0.0,0.0,1432.75,117.69
Liquor,26.0,184.29,0.0,0.0,184.29,15.21
Bottled Beer,1.0,3.99,0.0,0.0,3.99,0.33
Draft Beer,4.0,42.47,0.0,0.0,42.47,3.51
Total,2805.0,9731.87,137.27,0.0,9869.14,801.90
