Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,115,2173.13,0.0,0.0,165.3,0.0,0.0,0.00,2173.13,0.0
Credit/debit,,329,8360.64,714.48,57.45,636.60,0.0,0.0,714.48,9132.57,10.0
Credit/debit,AMEX,10,280.57,10.5,0.0,21.36,0.0,0.0,10.50,291.07,4.1
Credit/debit,DISCOVER,2,71.02,8.0,0.0,5.41,0.0,0.0,8.00,79.02,12.2
Credit/debit,MASTERCARD,131,3612.73,306.69,42.23,275.05,0.0,0.0,306.69,3961.65,10.5
Credit/debit,VISA,186,4396.32,389.29,15.22,334.78,0.0,0.0,389.29,4800.83,10.0
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,444,10533.77,714.48,57.45,801.90,0.0,0.0,714.48,11305.70,7.9
