Hour of day,Net sales,Total orders,Total guests
9,1292.66,65,92
16,262.34,9,17
11,1473.27,63,102
21,28.35,2,2
8,751.21,42,55
19,512.38,17,31
18,272.85,11,16
10,1754.3,76,129
15,342.85,11,20
7,261.72,21,25
17,215.35,10,14
14,410.36,16,28
6,59.31,5,7
13,628.37,23,42
20,44.02,3,3
12,1422.53,61,100
