Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1456.0,5833.87,81.52,8.99,5924.38,481.17
NA Beverage,533.0,1267.52,0.0,0.0,1267.52,104.29
Liquor,7.0,40.44,0.0,0.0,40.44,3.35
Bottled Beer,2.0,7.98,0.0,0.0,7.98,0.66
Total,1998.0,7149.81,81.52,8.99,7240.32,589.47
