Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,72,1682.97,0.0,60.37,128.2,0.0,0.0,0.00,1743.34,3.9
Credit/debit,,224,6066.04,555.65,143.57,462.01,-9.73,0.0,555.65,6755.53,12.5
Credit/debit,AMEX,4,176.11,10.0,18.62,13.42,0.0,0.0,10.00,204.73,17.6
Credit/debit,DISCOVER,2,131.4,9.0,13.24,10.02,0.0,0.0,9.00,153.64,18.3
Credit/debit,MASTERCARD,84,2373.2,225.6,23.03,180.71,0.0,0.0,225.60,2621.83,11.3
Credit/debit,VISA,134,3385.33,311.05,88.68,257.86,-9.73,0.0,311.05,3775.33,12.8
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,296,7749.01,555.65,203.94,590.21,-9.73,0.0,555.65,8498.87,10.6
